,link,Адрес,Застройщик,Агентство,Частное лицо,Цена,Цена за квадрат,Общая площадь,Жилая площадь,Площадь кухни,Балкон или лоджия,Санузел,Высота потолков,Количество комнат,Этаж,Этажей в доме,Отделка,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Окна,Название новостройки,Официальный застройщик,Тип участия,Срок сдачи,Тип дома,"Корпус, строение",Способ продажи,Вид сделки,Тип комнат
940,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_383m_216et._2858549748,"ул. Шишкова/Загоровского, уч. 18, стр. 140Б",,novostroiky-vrn,,4311766,112579,38.3,,11.0,лоджия,совмещенный,,1,2,16,чистовая,1,1,"детская площадка, спортивная площадка",открытая во дворе,,ЖК «‎Яблоневые Сады»,ООО «СЗ «Монтажник»,ДДУ по ФЗ 214,4 кв. 2023 года,панельный,Позиция 12.2,договор долевого участия,возможна ипотека,
941,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_385m_216et._2858063383,"ул. Шишкова/Загоровского, уч. 18, стр. 140Б",,novostroiky-vrn,,4334270,112578,38.5,,11.0,лоджия,совмещенный,,1,2,16,чистовая,1,1,"детская площадка, спортивная площадка",открытая во дворе,,ЖК «‎Яблоневые Сады»,ООО «СЗ «Монтажник»,ДДУ по ФЗ 214,4 кв. 2023 года,монолитный,Позиция 12.2,договор долевого участия,возможна ипотека,
942,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_82m_1116et._2483708899,"ул. Козо-Полянского, д. 5","ООО предприятие ""ИП К.И.Т.""",,,7000000,85366,82.0,40.0,14.0,"балкон, лоджия",раздельный,2.7,2,11,16,чистовая,1,1,"детская площадка, спортивная площадка",,,ЖК «Спутник»,ООО предприятие «ИП К.И.Т.»,другое,сдан,монолитно-кирпичный,Позиция 11,,,изолированные
943,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_82m_1016et._2483557213,"ул. Козо-Полянского, д. 5","ООО предприятие ""ИП К.И.Т.""",,,7000000,85366,82.0,40.0,14.0,"балкон, лоджия",раздельный,2.7,2,10,16,чистовая,1,1,"детская площадка, спортивная площадка",,,ЖК «Спутник»,ООО предприятие «ИП К.И.Т.»,другое,сдан,монолитно-кирпичный,Позиция 11,,,изолированные
944,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_82m_716et._2483535358,"ул. Козо-Полянского, д. 5","ООО предприятие ""ИП К.И.Т.""",,,7000000,85366,82.0,40.0,14.0,"балкон, лоджия",раздельный,2.7,2,7,16,чистовая,1,1,"детская площадка, спортивная площадка",,во двор,ЖК «Спутник»,ООО предприятие «ИП К.И.Т.»,другое,сдан,монолитно-кирпичный,Позиция 11,,,изолированные
945,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_503m_1120et._2798980724,"ул. Независимости, д. 78",,Группа Строительных Компаний,,4228560,84067,50.3,25.4,11.2,,,2.8,2,11,20,предчистовая,,,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,"изолированные, смежные"
946,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_503m_423et._2831172360,"ул. Независимости, д. 78",,Группа Строительных Компаний,,4228560,84067,50.3,25.4,11.2,"балкон, лоджия",совмещенный,2.8,2,4,23,предчистовая,1,1,"закрытая территория, детская площадка",открытая во дворе,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,изолированные
947,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_59m_1825et._2858371229,"ул. Федора Тютчева, д. 93А",,novostroiky-vrn,,4070845,68997,59.0,26.4,11.0,лоджия,раздельный,2.7,2,18,25,предчистовая,2,2,"детская площадка, спортивная площадка",открытая во дворе,"на улицу, на солнечную сторону",Мкр. «Боровое»,ООО Специализированный Застройщик «ВМУ-2»,другое,сдан,монолитно-кирпичный,Позиция 26,договор долевого участия,возможна ипотека,изолированные
948,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_59m_1425et._2858567587,"ул. Федора Тютчева, д. 93А",,novostroiky-vrn,,4165200,70597,59.0,27.0,11.0,лоджия,раздельный,2.7,2,14,25,предчистовая,2,2,"детская площадка, спортивная площадка",открытая во дворе,"во двор, на солнечную сторону",Мкр. «Боровое»,ООО Специализированный Застройщик «ВМУ-2»,другое,сдан,монолитно-кирпичный,Позиция 26,договор долевого участия,возможна ипотека,изолированные
949,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_324m_66et._2639308199,"ул. Краснознамённая, д. 109/1",,Группа Строительных Компаний,,4046250,124884,32.4,11.5,9.2,,,2.8,1,6,6,предчистовая,,,,,,Клубный дом на Краснознамённой «Дом Офицеров»,ООО  СЗ «ЛТДМ-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,,,,
950,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_324m_56et._2671253413,"ул. Краснознамённая, д. 109/1",,Группа Строительных Компаний,,4046250,124884,32.4,11.5,9.2,лоджия,,2.8,1,5,6,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,Клубный дом на Краснознамённой «Дом Офицеров»,ООО  СЗ «ЛТДМ-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,,,,
951,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_338m_320et._2819175748,"ул. Независимости, д. 78",,Группа Строительных Компаний,,2855520,84483,33.8,13.2,9.3,,,,1,3,20,предчистовая,1,1,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
952,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_335m_523et._2787512420,"ул. Независимости, д. 78",,Группа Строительных Компаний,,2951520,88105,33.5,11.8,8.2,лоджия,,2.8,1,5,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
953,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_337m_320et._2819069802,"ул. Независимости, д. 78",,Группа Строительных Компаний,,2933640,87052,33.7,13.9,8.8,,,,1,3,20,предчистовая,1,1,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
954,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_338m_320et._2818832026,"ул. Независимости, д. 78",,Группа Строительных Компаний,,2938860,86949,33.8,13.2,8.6,,,,1,3,20,предчистовая,1,1,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
955,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_337m_523et._2787419273,"ул. Независимости, д. 78",,Группа Строительных Компаний,,2967360,88052,33.7,13.9,8.8,лоджия,,2.8,1,5,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
956,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_335m_320et._2819348194,"ул. Независимости, д. 78",,Группа Строительных Компаний,,2917980,87104,33.5,11.8,8.2,,,,1,3,20,предчистовая,1,1,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
957,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_409m_2023et._2723645146,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5834000,142641,40.9,16.0,10.4,балкон,раздельный,2.8,1,20,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
958,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_40m_423et._2723288235,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5317850,132946,40.0,16.1,9.8,лоджия,раздельный,2.8,1,4,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
959,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_409m_823et._2723455747,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5745835,140485,40.9,16.0,10.4,балкон,раздельный,2.8,1,8,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
960,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_407m_1023et._2723344764,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5489831,134885,40.7,16.1,9.8,лоджия,раздельный,2.8,1,10,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
961,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_408m_823et._2723250889,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5740000,140686,40.8,15.4,11.4,лоджия,раздельный,2.8,1,8,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
962,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_408m_1123et._2787635006,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5819000,142623,40.8,15.4,11.4,лоджия,раздельный,2.6,1,11,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
963,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_409m_1023et._2723010663,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5834000,142641,40.9,16.0,10.4,балкон,раздельный,2.8,1,10,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
964,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_401m_1123et._2787410476,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5447000,135835,40.1,19.9,9.7,лоджия,раздельный,2.6,1,11,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
965,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_401m_1423et._2755433260,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5447000,135835,40.1,19.9,9.7,балкон,раздельный,2.8,1,14,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
966,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_408m_1923et._2723388322,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5819922,142645,40.8,15.4,11.4,лоджия,раздельный,2.8,1,19,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
967,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_408m_1023et._2723549132,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5819922,142645,40.8,15.4,11.4,лоджия,раздельный,2.8,1,10,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
968,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_401m_523et._2787184294,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5370000,133915,40.1,19.9,9.7,лоджия,раздельный,2.6,1,5,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
969,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_408m_623et._2787642513,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5740000,140686,40.8,15.4,11.4,лоджия,раздельный,2.6,1,6,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
970,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_409m_1223et._2787367294,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5834000,142641,40.9,16.0,11.4,,,,1,12,23,предчистовая,,,,,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
971,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_408m_1923et._2723035265,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5819922,142645,40.8,15.4,11.4,лоджия,раздельный,2.8,1,19,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
972,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_409m_423et._2723591950,"ул. Станкевича, д. 45",,Группа Строительных Компаний,,5745835,140485,40.9,16.0,10.4,балкон,раздельный,2.8,1,4,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,ЖК «Европейский»,ООО «Энергоавтомат»,ДДУ по ФЗ 214,2 кв. 2023 года,монолитный,Позиция 2,,,
973,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_531m_66et._2639763090,"ул. Краснознамённая, д. 109/1",,Группа Строительных Компаний,,5464150,102903,53.1,19.0,21.0,,,2.8,1,6,6,предчистовая,,,,,,Клубный дом на Краснознамённой «Дом Офицеров»,ООО  СЗ «ЛТДМ-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,,,,
974,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_531m_56et._2767557783,"ул. Краснознамённая, д. 109/1",,Группа Строительных Компаний,,5464150,102903,53.1,19.0,21.0,лоджия,,2.8,1,5,6,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,Клубный дом на Краснознамённой «Дом Офицеров»,ООО  СЗ «ЛТДМ-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,,,,
975,https://www.avito.ru/voronezh/kvartiry/3-k._kvartira_707m_923et._2831123689,"ул. Независимости, д. 78",,Группа Строительных Компаний,,5158910,72969,70.7,41.5,9.3,лоджия,совмещенный,2.8,3,9,23,предчистовая,1,1,"закрытая территория, спортивная площадка",наземная многоуровневая,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,"изолированные, смежные"
976,https://www.avito.ru/voronezh/kvartiry/3-k._kvartira_707m_423et._2830916622,"ул. Независимости, д. 78",,Группа Строительных Компаний,,5158910,72969,70.7,41.5,9.3,балкон,раздельный,2.8,3,4,23,предчистовая,1,1,"закрытая территория, детская площадка",открытая во дворе,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,изолированные
977,https://www.avito.ru/voronezh/kvartiry/3-k._kvartira_707m_1122et._2799026853,"ул. Независимости, д. 78",,Группа Строительных Компаний,,5158910,72969,70.7,41.5,9.3,,,2.8,3,11,22,предчистовая,,,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,"изолированные, смежные"
978,https://www.avito.ru/voronezh/kvartiry/3-k._kvartira_707m_1120et._2799201947,"ул. Независимости, д. 78",,Группа Строительных Компаний,,5158910,72969,70.7,41.5,9.3,,,2.8,3,11,20,предчистовая,,,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,"изолированные, смежные"
979,https://www.avito.ru/voronezh/kvartiry/svob._planirovka_1487m_1317et._2787456436,"ул. Куколкина, д. 18",,Группа Строительных Компаний,,15962945,107350,148.7,96.3,,,,3.0,свободная планировка,13,17,предчистовая,1,,закрытая территория,,,МФК «Галерея Чижова»,АО «Галерея Чижова»,другое,сдан,монолитный,,,,
980,https://www.avito.ru/voronezh/kvartiry/svob._planirovka_1486m_1217et._2755358528,"ул. Куколкина, д. 18",,Группа Строительных Компаний,,15616374,105090,148.6,70.0,,,раздельный,3.1,свободная планировка,12,17,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,МФК «Галерея Чижова»,АО «Галерея Чижова»,другое,сдан,монолитный,,,,
981,https://www.avito.ru/voronezh/kvartiry/svob._planirovka_1487m_917et._2819106538,"ул. Куколкина, д. 18",,Группа Строительных Компаний,,15130819,101754,148.7,74.4,,,,3.1,свободная планировка,9,17,предчистовая,,,,,,МФК «Галерея Чижова»,АО «Галерея Чижова»,другое,сдан,монолитный,,,,
982,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_354m_320et._2819237629,"ул. Независимости, д. 78",,Группа Строительных Компаний,,3045260,86024,35.4,14.8,9.1,,,,1,3,20,предчистовая,1,1,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
983,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_35m_1112et._2786903137,"ул. Независимости, д. 78",,Группа Строительных Компаний,,3006560,85902,35.0,15.6,10.4,лоджия,,2.8,1,11,12,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
984,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_35m_320et._2819269536,"ул. Независимости, д. 78",,Группа Строительных Компаний,,3011720,86049,35.0,13.3,9.2,,,,1,3,20,предчистовая,1,1,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
985,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_35m_320et._2818972675,"ул. Независимости, д. 78",,Группа Строительных Компаний,,2936640,83904,35.0,15.5,10.4,,,,1,3,20,предчистовая,1,1,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
986,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_35m_1423et._2723446897,"ул. Независимости, д. 78",,Группа Строительных Компаний,,3006560,85902,35.0,15.6,10.4,лоджия,,2.8,1,14,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
987,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_353m_320et._2819072027,"ул. Независимости, д. 78",,Группа Строительных Компаний,,3035800,86000,35.3,14.4,10.1,,,,1,3,20,предчистовая,1,1,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
988,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_415m_316et._2718744916,"ул. Независимости, д. 55л, 55м",,"ООО СЗ ""Стэл-инвест""",,3320000,80000,41.5,15.9,14.0,лоджия,совмещенный,,1,3,16,чистовая,1,1,"детская площадка, спортивная площадка","наземная многоуровневая, открытая во дворе","во двор, на улицу",ЖК «Композитор»,ООО Специализированный застройщик «Стэл-инвест»,ДДУ по ФЗ 214,1 кв. 2025 года,кирпичный,1 очередь,договор долевого участия,возможна ипотека,
989,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_414m_1116et._2718495564,"ул. Независимости, д. 55л, 55м",,"ООО СЗ ""Стэл-инвест""",,3394800,82000,41.4,16.2,12.6,лоджия,совмещенный,,1,11,16,чистовая,1,1,"детская площадка, спортивная площадка","наземная многоуровневая, открытая во дворе","на улицу, на солнечную сторону",ЖК «Композитор»,ООО Специализированный застройщик «Стэл-инвест»,ДДУ по ФЗ 214,1 кв. 2025 года,кирпичный,1 очередь,договор долевого участия,возможна ипотека,
990,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_39m_520et._2787057951,"ул. Независимости, д. 78",,Группа Строительных Компаний,,3252325,83393,39.0,17.5,9.5,лоджия,,2.8,1,5,20,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
991,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_39m_1120et._2787581912,"ул. Независимости, д. 78",,Группа Строительных Компаний,,3252325,83393,39.0,17.5,9.5,лоджия,,2.8,1,11,20,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
992,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_396m_320et._2819408252,"ул. Независимости, д. 78",,Группа Строительных Компаний,,4529910,114392,39.6,15.2,10.8,,,,1,3,20,предчистовая,1,1,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
993,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_396m_523et._2787264097,"ул. Независимости, д. 78",,Группа Строительных Компаний,,3268650,82542,39.6,15.2,10.8,лоджия,,2.8,1,5,23,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
994,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_392m_320et._2819208393,"ул. Независимости, д. 78",,Группа Строительных Компаний,,3173580,80959,39.2,16.9,11.0,,,,1,3,20,предчистовая,1,1,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
995,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_39m_320et._2818971710,"ул. Независимости, д. 78",,Группа Строительных Компаний,,3154950,80896,39.0,15.3,11.5,,,,1,3,20,предчистовая,1,1,,,,ЖК «Галактика 2|3»,ООО СЗ «Град-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,Дом 78,,,
996,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_365m_66et._2639320569,"ул. Краснознамённая, д. 109/1",,Группа Строительных Компаний,,4557500,124863,36.5,15.3,10.7,,,2.8,1,6,6,предчистовая,,,,,,Клубный дом на Краснознамённой «Дом Офицеров»,ООО  СЗ «ЛТДМ-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,,,,
997,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_366m_56et._2767461884,"ул. Краснознамённая, д. 109/1",,Группа Строительных Компаний,,4386000,119836,36.6,14.1,9.6,лоджия,,2.8,1,5,6,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,Клубный дом на Краснознамённой «Дом Офицеров»,ООО  СЗ «ЛТДМ-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,,,,
998,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_365m_56et._2767046083,"ул. Краснознамённая, д. 109/1",,Группа Строительных Компаний,,4557500,124863,36.5,15.3,10.7,лоджия,,2.8,1,5,6,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,Клубный дом на Краснознамённой «Дом Офицеров»,ООО  СЗ «ЛТДМ-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,,,,
999,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_365m_46et._2863103302,"ул. Краснознамённая, д. 109/1",,Группа Строительных Компаний,,4375200,119868,36.5,15.3,10.7,лоджия,совмещенный,,1,4,6,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,Клубный дом на Краснознамённой «Дом Офицеров»,ООО  СЗ «ЛТДМ-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,,,,
1000,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_366m_66et._2639230226,"ул. Краснознамённая, д. 109/1",,Группа Строительных Компаний,,4386000,119836,36.6,14.1,9.6,,,2.8,1,6,6,предчистовая,,,,,,Клубный дом на Краснознамённой «Дом Офицеров»,ООО  СЗ «ЛТДМ-Развитие»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,,,,
1001,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_316m_320et._2691389870,"ул. Ростовская, д. 67, 73д",,Группа Строительных Компаний,,2577260,81559,31.6,12.6,8.2,балкон,совмещенный,2.7,1,3,20,предчистовая,1,1,"детская площадка, спортивная площадка",открытая во дворе,,ЖК «Авиатор-2»,ООО СЗ «ЛОГИСТИК 48»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,,,,
1002,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_314m_1223et._2723104024,"ул. Ростовская, д. 67, 73д",,Группа Строительных Компаний,,2577260,82078,31.4,12.6,8.1,балкон,совмещенный,3.0,1,12,23,предчистовая,1,1,"детская площадка, спортивная площадка",подземная,,ЖК «Авиатор-2»,ООО СЗ «ЛОГИСТИК 48»,ДДУ по ФЗ 214,4 кв. 2025 года,монолитный,,,,
1003,https://www.avito.ru/voronezh/kvartiry/svob._planirovka_1034m_1217et._2755396314,"ул. Куколкина, д. 18",,Группа Строительных Компаний,,12925000,125000,103.4,50.0,,,раздельный,3.1,свободная планировка,12,17,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,МФК «Галерея Чижова»,АО «Галерея Чижова»,другое,сдан,монолитный,,,,
1004,https://www.avito.ru/voronezh/kvartiry/svob._planirovka_1035m_1017et._2690929303,"ул. Куколкина, д. 18",,Группа Строительных Компаний,,11306000,109237,103.5,24.0,,,,3.1,свободная планировка,10,17,предчистовая,1,1,детская площадка,подземная,,МФК «Галерея Чижова»,АО «Галерея Чижова»,другое,сдан,монолитный,,,,
1005,https://www.avito.ru/voronezh/kvartiry/svob._planirovka_1035m_917et._2818884186,"ул. Куколкина, д. 18",,Группа Строительных Компаний,,11306274,109239,103.5,51.8,,,,3.1,свободная планировка,9,17,предчистовая,,,,,,МФК «Галерея Чижова»,АО «Галерея Чижова»,другое,сдан,монолитный,,,,
